epoch|Precision|Recall|accuracy|loss|lr|val_Precision|val_Recall|val_accuracy|val_loss
0|0.8998696208000183|0.8216666579246521|0.8642857074737549|0.3971371352672577|0.001|0.3333333432674408|0.3333333432674408|0.3333333432674408|1.3020590543746948
1|0.9534600377082825|0.9316666722297668|0.9411904811859131|0.2039843052625656|0.001|0.3352891802787781|0.3333333432674408|0.3333333432674408|1.2278895378112793
2|0.957205057144165|0.9426190257072449|0.9502381086349487|0.1653258353471756|0.001|0.25790348649024963|0.12916666269302368|0.28583332896232605|1.3214949369430542
3|0.9643716812133789|0.9538094997406006|0.9595237970352173|0.14489495754241943|0.001|0.2297687828540802|0.13249999284744263|0.3333333432674408|1.1788179874420166
4|0.9596347808837891|0.950952410697937|0.9554761648178101|0.14476197957992554|0.001|0.3333333432674408|0.3333333432674408|0.3333333432674408|1.8815045356750488
5|0.9735894203186035|0.9654762148857117|0.9692857265472412|0.10126996785402298|0.001|0.34813499450683594|0.3266666531562805|0.335833340883255|1.257224202156067
6|0.9724814295768738|0.9676190614700317|0.9697619080543518|0.10281882435083389|0.001|0.352769672870636|0.2016666680574417|0.3383333384990692|1.18482506275177
7|0.9753706455230713|0.9711904525756836|0.973809540271759|0.09333274513483047|0.001|0.29629629850387573|0.02666666731238365|0.3333333432674408|1.1936746835708618
8|0.9781931638717651|0.9719047546386719|0.9742857217788696|0.07790425419807434|0.001|0.3336113393306732|0.3333333432674408|0.33416667580604553|1.2069828510284424
