epoch|Precision|Recall|accuracy|loss|lr|val_Precision|val_Recall|val_accuracy|val_loss
0|0.9056645631790161|0.856041669845581|0.9611904621124268|0.13510902225971222|1e-05|0.6666666865348816|0.0033333334140479565|0.3033333420753479|1.133791446685791
1|0.9736400842666626|0.967380940914154|0.970714271068573|0.109402135014534|1e-05|0.8885135054588318|0.8766666650772095|0.8841666579246521|0.3220248520374298
2|0.9714628458023071|0.9645237922668457|0.967380940914154|0.11135219037532806|1e-05|0.9646762013435364|0.9558333158493042|0.9583333134651184|0.11162468045949936
3|0.9736652970314026|0.9683333039283752|0.9714285731315613|0.10005831718444824|1e-05|0.9790444374084473|0.9733333587646484|0.9775000214576721|0.07280488312244415
4|0.9813486337661743|0.977142870426178|0.9797618985176086|0.07769607752561569|1e-05|0.9833194613456726|0.9825000166893005|0.9825000166893005|0.055126748979091644
5|0.980105459690094|0.9735714197158813|0.9773809313774109|0.08680400997400284|1e-05|0.9823825359344482|0.9758333563804626|0.9783333539962769|0.06509546935558319
6|0.976310133934021|0.9714285731315613|0.9742857217788696|0.09971702098846436|1e-05|0.9858096837997437|0.98416668176651|0.98416668176651|0.04819582775235176
7|0.9799235463142395|0.976190447807312|0.977142870426178|0.08372257649898529|1e-05|0.989130437374115|0.9858333468437195|0.987500011920929|0.04090724140405655
8|0.9813531041145325|0.9773809313774109|0.979285717010498|0.07937099784612656|1e-05|0.9882943034172058|0.9850000143051147|0.9866666793823242|0.03900426998734474
9|0.9832496047019958|0.9783333539962769|0.9797618985176086|0.08380553126335144|1e-05|0.985785961151123|0.9825000166893005|0.98416668176651|0.04822099953889847
10|0.9839828014373779|0.9800000190734863|0.9819047451019287|0.06608396023511887|1e-05|0.9899749159812927|0.987500011920929|0.9891666769981384|0.038333795964717865
11|0.9796113967895508|0.9723809361457825|0.9754762053489685|0.08394090086221695|1e-05|0.989983320236206|0.9883333444595337|0.9900000095367432|0.03685561940073967
12|0.9841840267181396|0.9778571724891663|0.9814285635948181|0.06669910997152328|1e-05|0.9799163341522217|0.9758333563804626|0.9766666889190674|0.06060187146067619
13|0.9882858991622925|0.9842857122421265|0.9871428608894348|0.06256000697612762|1e-05|0.9916457533836365|0.9891666769981384|0.9908333420753479|0.035167012363672256
14|0.9870813488960266|0.9823809266090393|0.9845238327980042|0.06388069689273834|1e-05|0.9908180236816406|0.9891666769981384|0.9900000095367432|0.035666584968566895
