epoch|Precision|Recall|accuracy|loss|lr|val_Precision|val_Recall|val_accuracy|val_loss
0|0.9098196625709534|0.8647618889808655|0.8866666555404663|0.30950748920440674|0.001|0.9389121532440186|0.9350000023841858|0.9350000023841858|0.2160298377275467
1|0.93858802318573|0.9242857098579407|0.932619035243988|0.2077735811471939|0.001|0.9657190442085266|0.9624999761581421|0.9633333086967468|0.0974552109837532
2|0.9550507664680481|0.9409523606300354|0.9488095045089722|0.16237784922122955|0.001|0.9807692170143127|0.9775000214576721|0.9800000190734863|0.05488208681344986
3|0.9658981561660767|0.9576190710067749|0.961904764175415|0.1350364089012146|0.001|0.9666666388511658|0.9666666388511658|0.9666666388511658|0.08571828156709671
4|0.9641148447990417|0.9595237970352173|0.9616666436195374|0.11998780816793442|0.001|0.9648829698562622|0.9616666436195374|0.9633333086967468|0.1082252487540245
5|0.9662113785743713|0.9599999785423279|0.9630952477455139|0.10991386324167252|0.001|0.9833194613456726|0.9825000166893005|0.9825000166893005|0.05819059535861015
6|0.971045732498169|0.9661904573440552|0.9690476059913635|0.10001911967992783|0.001|0.9647946357727051|0.9591666460037231|0.9616666436195374|0.11293332278728485
7|0.9732377529144287|0.9697619080543518|0.9711904525756836|0.09085185080766678|0.001|0.9841402173042297|0.9825000166893005|0.9833333492279053|0.04991381615400314
8|0.9732121229171753|0.9688095450401306|0.970714271068573|0.08625822514295578|0.001|0.977405846118927|0.9733333587646484|0.9741666913032532|0.07143356651067734
9|0.9754235148429871|0.9733333587646484|0.9742857217788696|0.08204282820224762|0.001|0.9757727384567261|0.9733333587646484|0.9741666913032532|0.0810440331697464
10|0.9777883887290955|0.9747619032859802|0.9764285683631897|0.07230105996131897|0.001|0.9690635204315186|0.965833306312561|0.9666666388511658|0.09739012271165848
11|0.972328245639801|0.9704762101173401|0.9711904525756836|0.08317394554615021|0.001|0.9472803473472595|0.9433333277702332|0.9449999928474426|0.16951270401477814
12|0.9780534505844116|0.976190447807312|0.9773809313774109|0.07859242707490921|0.001|0.9766471982002258|0.9758333563804626|0.9766666889190674|0.0685446709394455
