epoch|Precision|Recall|accuracy|loss|lr|val_Precision|val_Recall|val_accuracy|val_loss
0|0.9704650044441223|0.9652083516120911|0.9664285778999329|0.10261787474155426|1e-05|0.9815436005592346|0.9750000238418579|0.9783333539962769|0.05190007761120796
1|0.9779534935951233|0.971666693687439|0.9750000238418579|0.08722653239965439|1e-05|0.9857142567634583|0.9775000214576721|0.9825000166893005|0.04771867021918297
2|0.9777138829231262|0.9714285731315613|0.9747619032859802|0.08024260401725769|1e-05|0.9823973178863525|0.9766666889190674|0.9791666865348816|0.051378924399614334
3|0.9800863862037659|0.9726190567016602|0.9759523868560791|0.07766324281692505|1e-05|0.9840871095657349|0.9791666865348816|0.9808333516120911|0.046910468488931656
4|0.9827503561973572|0.9766666889190674|0.9790475964546204|0.06983723491430283|1e-05|0.9891030788421631|0.9833333492279053|0.9858333468437195|0.03853156790137291
5|0.9825149774551392|0.9766666889190674|0.9800000190734863|0.06706924736499786|1e-05|0.9891030788421631|0.9833333492279053|0.987500011920929|0.03716693073511124
6|0.9832615852355957|0.9790475964546204|0.9809523820877075|0.07342533767223358|1e-05|0.9891394972801208|0.9866666793823242|0.987500011920929|0.035029686987400055
7|0.9856528043746948|0.9814285635948181|0.9847618937492371|0.05862799286842346|1e-05|0.9916177988052368|0.9858333468437195|0.987500011920929|0.03598594292998314
8|0.9868672490119934|0.9840475916862488|0.9861904978752136|0.05209280177950859|1e-05|0.9899581670761108|0.9858333468437195|0.987500011920929|0.03308885917067528
9|0.9861243963241577|0.9814285635948181|0.9828571677207947|0.05604572594165802|1e-05|0.9899749159812927|0.987500011920929|0.9891666769981384|0.030247237533330917
10|0.9873387217521667|0.9840475916862488|0.9861904978752136|0.05723285302519798|1e-05|0.9891485571861267|0.987500011920929|0.9883333444595337|0.032636117190122604
11|0.9887505769729614|0.9835714101791382|0.9861904978752136|0.05278436094522476|1e-05|0.9924685955047607|0.9883333444595337|0.9916666746139526|0.030917059630155563
12|0.98878014087677|0.9861904978752136|0.9883333444595337|0.04591180756688118|1e-05|0.989983320236206|0.9883333444595337|0.9891666769981384|0.02948751114308834
13|0.9885523319244385|0.9869047403335571|0.9878571629524231|0.0517532080411911|1e-05|0.989983320236206|0.9883333444595337|0.9891666769981384|0.029735298827290535
14|0.9883166551589966|0.9869047403335571|0.9878571629524231|0.05077670142054558|1e-05|0.989983320236206|0.9883333444595337|0.9891666769981384|0.030970366671681404
