epoch|Precision|Recall|accuracy|loss|lr|val_Precision|val_Recall|val_accuracy|val_loss
0|0.9657748937606812|0.8347916603088379|0.9607142806053162|0.13142162561416626|1e-05|0.33651551604270935|0.11749999970197678|0.41583332419395447|1.166032314300537
1|0.9694491028785706|0.9595237970352173|0.9645237922668457|0.1212177649140358|1e-05|0.7819799780845642|0.5858333110809326|0.7291666865348816|0.6995187997817993
2|0.9711399674415588|0.9614285826683044|0.9657142758369446|0.12253345549106598|1e-05|0.9806397557258606|0.9708333611488342|0.9775000214576721|0.07172343134880066
3|0.9776442050933838|0.9683333039283752|0.973809540271759|0.10147366672754288|1e-05|0.9833055138587952|0.9816666841506958|0.9816666841506958|0.05895252898335457
4|0.9766714572906494|0.9669047594070435|0.9711904525756836|0.10672524571418762|1e-05|0.9841136932373047|0.9808333516120911|0.9808333516120911|0.06367828696966171
5|0.9831649661064148|0.9733333587646484|0.9783333539962769|0.0863378569483757|1e-05|0.9865996837615967|0.9816666841506958|0.98416668176651|0.05572199448943138
6|0.9812815189361572|0.9735714197158813|0.9778571724891663|0.08729161322116852|1e-05|0.9865771532058716|0.9800000190734863|0.9825000166893005|0.05891698971390724
7|0.9798802137374878|0.9740476012229919|0.9773809313774109|0.08728101849555969|1e-05|0.9874581694602966|0.98416668176651|0.9858333468437195|0.05393627658486366
8|0.9798802137374878|0.9740476012229919|0.977142870426178|0.08450519293546677|1e-05|0.9882746934890747|0.9833333492279053|0.9883333444595337|0.047921501100063324
9|0.9784224629402161|0.971666693687439|0.9759523868560791|0.09790695458650589|1e-05|0.9891213178634644|0.9850000143051147|0.9866666793823242|0.04748150333762169
10|0.9812994599342346|0.9745237827301025|0.9776190519332886|0.08314605802297592|1e-05|0.9866220951080322|0.9833333492279053|0.9850000143051147|0.048755284398794174
11|0.9863669276237488|0.9819047451019287|0.9847618937492371|0.0722951740026474|1e-05|0.9866220951080322|0.9833333492279053|0.9850000143051147|0.0471145398914814
12|0.9825191497802734|0.9769047498703003|0.9800000190734863|0.07839465141296387|1e-05|0.9866220951080322|0.9833333492279053|0.98416668176651|0.04835827648639679
13|0.9842067360877991|0.979285717010498|0.9833333492279053|0.07463715225458145|1e-05|0.9882746934890747|0.9833333492279053|0.9858333468437195|0.045998118817806244
14|0.9825692176818848|0.9797618985176086|0.9804762005805969|0.0709938332438469|1e-05|0.9883138537406921|0.9866666793823242|0.987500011920929|0.04186202213168144
