epoch|Precision|Recall|accuracy|loss|lr|val_Precision|val_Recall|val_accuracy|val_loss
0|0.9825995564460754|0.9764583110809326|0.9790475964546204|0.06663624942302704|1e-05|0.9883138537406921|0.9866666793823242|0.9883333444595337|0.055226270109415054
1|0.9844422936439514|0.979285717010498|0.9823809266090393|0.0678648129105568|1e-05|0.9866555333137512|0.9858333468437195|0.9866666793823242|0.05216763913631439
2|0.985389232635498|0.9795238375663757|0.9833333492279053|0.0655733272433281|1e-05|0.9891485571861267|0.987500011920929|0.987500011920929|0.047261063009500504
3|0.9849498271942139|0.9816666841506958|0.9838095307350159|0.05697786062955856|1e-05|0.9866443872451782|0.9850000143051147|0.9850000143051147|0.046245042234659195
4|0.9865964651107788|0.9814285635948181|0.9842857122421265|0.059689559042453766|1e-05|0.989983320236206|0.9883333444595337|0.9883333444595337|0.04464273899793625
5|0.9866443872451782|0.9850000143051147|0.9857142567634583|0.05193331092596054|1e-05|0.9908103346824646|0.9883333444595337|0.9891666769981384|0.04344029352068901
6|0.9887667298316956|0.9850000143051147|0.9869047403335571|0.0534527413547039|1e-05|0.9891576170921326|0.9883333444595337|0.9883333444595337|0.04082426801323891
7|0.9882774949073792|0.9835714101791382|0.9861904978752136|0.05162171646952629|1e-05|0.9883333444595337|0.9883333444595337|0.9883333444595337|0.041600171476602554
8|0.9892652630805969|0.9873809814453125|0.9883333444595337|0.04631049558520317|1e-05|0.9891394972801208|0.9866666793823242|0.987500011920929|0.03956912085413933
9|0.9873296618461609|0.9833333492279053|0.9847618937492371|0.05199814215302467|1e-05|0.9891485571861267|0.987500011920929|0.9891666769981384|0.040097009390592575
10|0.9892601370811462|0.9869047403335571|0.9885714054107666|0.04318885877728462|1e-05|0.9891576170921326|0.9883333444595337|0.9883333444595337|0.04220946878194809
11|0.9859087467193604|0.9828571677207947|0.9845238327980042|0.05395212396979332|1e-05|0.9883236289024353|0.987500011920929|0.9883333444595337|0.038819584995508194
12|0.9849606156349182|0.9823809266090393|0.9833333492279053|0.05318450927734375|1e-05|0.9891666769981384|0.9891666769981384|0.9891666769981384|0.03772885352373123
13|0.9911525845527649|0.9869047403335571|0.9895238280296326|0.04261680319905281|1e-05|0.9908180236816406|0.9891666769981384|0.9900000095367432|0.0370485894382
14|0.989476203918457|0.9850000143051147|0.9871428608894348|0.05088320001959801|1e-05|0.9899916648864746|0.9891666769981384|0.9891666769981384|0.03783053532242775
