epoch|Precision|Recall|accuracy|loss|lr|val_Precision|val_Recall|val_accuracy|val_loss
0|0.9828810095787048|0.9808333516120911|0.9828571677207947|0.058439355343580246|1e-05|0.9883138537406921|0.9866666793823242|0.987500011920929|0.038772664964199066
1|0.9832816123962402|0.9802380800247192|0.9819047451019287|0.06025337055325508|1e-05|0.9899749159812927|0.987500011920929|0.9883333444595337|0.03777524456381798
2|0.9849462509155273|0.9814285635948181|0.9835714101791382|0.059051815420389175|1e-05|0.9899749159812927|0.987500011920929|0.9883333444595337|0.03643536940217018
3|0.9861243963241577|0.9814285635948181|0.9838095307350159|0.0555432066321373|1e-05|0.9891576170921326|0.9883333444595337|0.9883333444595337|0.03541978821158409
4|0.9866188764572144|0.9830952286720276|0.9847618937492371|0.05517717823386192|1e-05|0.9899916648864746|0.9891666769981384|0.9891666769981384|0.03303174301981926
5|0.9890214800834656|0.9866666793823242|0.9873809814453125|0.045785196125507355|1e-05|0.9891576170921326|0.9883333444595337|0.9883333444595337|0.032251987606287
6|0.9925925731658936|0.989047646522522|0.991190493106842|0.03619690611958504|1e-05|0.9916527271270752|0.9900000095367432|0.9900000095367432|0.03377358615398407
7|0.9904329180717468|0.9859523773193359|0.9885714054107666|0.042413223534822464|1e-05|0.9916597008705139|0.9908333420753479|0.9908333420753479|0.031689781695604324
8|0.98878014087677|0.9861904978752136|0.9873809814453125|0.04494297876954079|1e-05|0.9916527271270752|0.9900000095367432|0.9908333420753479|0.03155739605426788
9|0.9902264475822449|0.989047646522522|0.9892857074737549|0.04092259705066681|1e-05|0.9916527271270752|0.9900000095367432|0.9908333420753479|0.03068546950817108
10|0.9914122223854065|0.9895238280296326|0.9907143115997314|0.03700606897473335|1e-05|0.9916597008705139|0.9908333420753479|0.9908333420753479|0.029467392712831497
11|0.9890162348747253|0.9861904978752136|0.988095223903656|0.04316755011677742|1e-05|0.9916597008705139|0.9908333420753479|0.9908333420753479|0.029657453298568726
12|0.9899737238883972|0.9873809814453125|0.9888095259666443|0.04189162701368332|1e-05|0.992493748664856|0.9916666746139526|0.9916666746139526|0.031165996566414833
13|0.9925978779792786|0.9897618889808655|0.9907143115997314|0.032832685858011246|1e-05|0.9916597008705139|0.9908333420753479|0.9908333420753479|0.02851688675582409
14|0.9930886626243591|0.9921428561210632|0.9926190376281738|0.03635584935545921|1e-05|0.9916597008705139|0.9908333420753479|0.9908333420753479|0.029977766796946526
