epoch|Precision|Recall|accuracy|loss|lr|val_Precision|val_Recall|val_accuracy|val_loss
0|0.9960408210754395|0.9958333373069763|0.996666669845581|0.015712816268205643|1e-05|0.9883236289024353|0.987500011920929|0.9883333444595337|0.04126260057091713
1|0.9971428513526917|0.9971428513526917|0.9971428513526917|0.01543120201677084|1e-05|0.9883333444595337|0.9883333444595337|0.9883333444595337|0.041877564042806625
2|0.996665894985199|0.9964285492897034|0.996666669845581|0.012947486713528633|1e-05|0.9891666769981384|0.9891666769981384|0.9891666769981384|0.04059740528464317
3|0.9961895942687988|0.9959523677825928|0.9959523677825928|0.015229438431560993|1e-05|0.9908333420753479|0.9908333420753479|0.9908333420753479|0.03637256845831871
4|0.9961895942687988|0.9959523677825928|0.9959523677825928|0.013854872435331345|1e-05|0.9891666769981384|0.9891666769981384|0.9891666769981384|0.038525547832250595
5|0.9961895942687988|0.9959523677825928|0.9961904883384705|0.018502186983823776|1e-05|0.9891666769981384|0.9891666769981384|0.9891666769981384|0.03590305149555206
6|0.9969047904014587|0.9969047904014587|0.9969047904014587|0.011649430729448795|1e-05|0.9900000095367432|0.9900000095367432|0.9900000095367432|0.037164028733968735
7|0.9971421957015991|0.9969047904014587|0.9969047904014587|0.014797783456742764|1e-05|0.9883333444595337|0.9883333444595337|0.9883333444595337|0.03711254894733429
8|0.9961904883384705|0.9961904883384705|0.9961904883384705|0.013557822443544865|1e-05|0.9883333444595337|0.9883333444595337|0.9883333444595337|0.03725353628396988
9|0.996665894985199|0.9964285492897034|0.9964285492897034|0.012111351825296879|2e-06|0.9908333420753479|0.9908333420753479|0.9908333420753479|0.035150542855262756
10|0.9988092184066772|0.9985714554786682|0.9985714554786682|0.008954077959060669|2e-06|0.9908333420753479|0.9908333420753479|0.9908333420753479|0.03481576219201088
11|0.9949988126754761|0.9947618842124939|0.9950000047683716|0.01641036383807659|2e-06|0.9899916648864746|0.9891666769981384|0.9900000095367432|0.036536529660224915
12|0.996666669845581|0.996666669845581|0.996666669845581|0.012655296362936497|2e-06|0.9916666746139526|0.9916666746139526|0.9916666746139526|0.03376391902565956
13|0.9973803162574768|0.9971428513526917|0.9971428513526917|0.011879961006343365|2e-06|0.9899916648864746|0.9891666769981384|0.9891666769981384|0.03593150153756142
14|0.9969033002853394|0.9964285492897034|0.996666669845581|0.012974385172128677|2e-06|0.9891666769981384|0.9891666769981384|0.9891666769981384|0.035385336726903915
15|0.9983333349227905|0.9983333349227905|0.9983333349227905|0.00794912502169609|2e-06|0.9900000095367432|0.9900000095367432|0.9900000095367432|0.03451254591345787
16|0.997379720211029|0.9969047904014587|0.9969047904014587|0.010752717964351177|1e-06|0.9900000095367432|0.9900000095367432|0.9900000095367432|0.033991653472185135
17|0.9980952143669128|0.9980952143669128|0.9980952143669128|0.008768404833972454|1e-06|0.9900000095367432|0.9900000095367432|0.9900000095367432|0.035680606961250305
